POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
4501,1686.17,4042.9,4835.54,472.4,251.39,-187.28,-3589.16,-30610.05,1409.73,19172.62,-5717.58,108.9,0.0,-2515.72,-5608.68,-8124.4
4601,1685.26,4031.64,4799.98,475.91,268.51,-200.48,-3614.2,-30553.05,1410.99,18996.35,-5664.28,109.47,0.0,-2699.09,-5554.81,-8253.9
4701,1721.84,4001.88,4796.89,499.16,253.7,-156.66,-3629.25,-30380.07,1384.21,19046.74,-5806.74,111.74,0.0,-2461.54,-5695.0,-8156.54
4801,1760.48,4042.74,4881.09,468.31,268.65,-158.35,-3703.88,-30308.64,1369.21,18976.26,-5878.14,110.45,0.0,-2404.12,-5767.68,-8171.8
4901,1657.11,4041.41,4810.97,476.77,229.55,-178.03,-3649.04,-30675.21,1392.81,19060.68,-5572.14,109.2,0.0,-2832.97,-5462.94,-8295.92
5001,1746.11,3967.0,4805.89,483.16,263.18,-179.76,-3676.72,-30511.24,1404.98,19152.09,-5721.81,110.07,0.0,-2545.29,-5611.75,-8157.03
5101,1677.49,3945.72,4872.88,467.25,259.14,-164.97,-3636.77,-30616.01,1371.84,19215.79,-5711.08,111.34,0.0,-2607.64,-5599.75,-8207.38
5201,1702.11,4040.96,4829.8,482.73,264.89,-185.55,-3657.87,-30693.49,1400.1,19191.41,-5624.77,110.8,0.0,-2624.91,-5513.97,-8138.88
5301,1769.6,4016.12,4806.34,495.16,245.12,-162.22,-3641.39,-30633.48,1388.01,19040.95,-5567.65,109.49,0.0,-2675.79,-5458.16,-8133.95
5401,1716.36,3993.91,4886.88,476.59,268.53,-189.76,-3613.2,-30655.39,1416.64,19168.24,-5645.33,110.0,0.0,-2531.2,-5535.33,-8066.53
