POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1001,8.76,26.29,25.97,5.9,0.27,0.0,-3.29,-11.85,13.43,-44.75,-27.36,3.23,0.0,20.73,-24.14,-3.41
1101,9.27,24.72,28.71,3.86,0.08,0.0,0.54,-9.38,12.94,-45.96,-27.08,3.21,0.0,24.8,-23.87,0.93
1201,6.01,22.58,24.63,3.94,0.09,0.0,1.86,-10.95,15.55,-44.22,-27.59,3.28,0.0,19.49,-24.31,-4.82
1301,8.45,20.74,24.2,4.5,0.01,0.0,-2.01,-10.7,15.56,-43.87,-29.26,3.28,0.0,16.88,-25.98,-9.1
1401,10.11,24.66,23.71,4.76,0.07,0.0,-1.75,-10.03,15.78,-46.0,-27.65,3.32,0.0,21.3,-24.33,-3.03
1501,9.18,31.31,23.82,4.71,0.38,0.0,-1.68,-9.48,12.48,-46.34,-28.35,3.29,0.0,24.39,-25.06,-0.68
1601,12.34,26.4,26.94,4.02,0.2,0.0,-1.68,-10.03,14.85,-44.51,-27.98,3.31,0.0,28.53,-24.67,3.85
1701,6.79,26.87,28.54,4.2,0.45,0.0,-1.78,-13.94,14.89,-42.05,-27.79,3.13,0.0,23.97,-24.67,-0.7
1801,9.98,27.56,22.35,4.62,0.55,0.0,-3.97,-8.62,12.0,-46.46,-27.78,3.14,0.0,17.99,-24.64,-6.65
1901,9.68,28.5,23.9,6.04,0.03,0.0,-2.94,-6.89,13.87,-48.2,-28.1,3.15,0.0,23.99,-24.95,-0.95
2001,15.81,23.03,26.43,3.5,0.52,0.0,-3.72,-8.61,11.51,-46.37,-27.6,3.32,0.0,22.1,-24.28,-2.18
2101,10.24,23.97,26.71,4.06,0.07,0.0,-6.25,-9.76,13.0,-42.53,-27.26,3.05,0.0,19.51,-24.21,-4.71
2201,7.98,24.28,24.33,4.09,1.29,0.0,-4.89,-7.66,14.55,-45.91,-27.78,3.12,0.0,18.06,-24.65,-6.6
2301,10.31,29.1,32.29,5.5,0.3,0.0,-5.85,-6.64,12.86,-49.23,-27.6,3.05,0.0,28.64,-24.55,4.1
2401,8.73,25.86,24.73,5.14,0.1,0.0,-1.95,-4.74,11.92,-49.65,-28.5,3.15,0.0,20.14,-25.36,-5.21
2501,6.69,21.17,28.43,3.22,0.1,0.0,-0.73,-6.69,14.44,-49.34,-27.74,3.08,0.0,17.28,-24.65,-7.37
2601,8.41,26.52,26.76,3.93,0.0,0.0,-3.87,-6.38,16.13,-49.34,-28.08,3.14,0.0,22.15,-24.94,-2.79
2701,12.64,29.2,27.85,4.74,0.0,0.0,-4.58,-7.35,12.97,-46.04,-26.81,3.15,0.0,29.43,-23.66,5.76
2801,9.72,27.87,22.32,4.04,0.08,0.0,-3.91,-6.34,12.24,-49.56,-27.28,3.17,0.0,16.47,-24.11,-7.65
2901,9.62,26.82,27.11,4.6,1.3,0.0,-2.61,-7.31,13.63,-47.6,-27.91,3.2,0.0,25.56,-24.71,0.85
3001,6.78,34.25,22.0,5.44,0.19,0.0,-2.16,-7.44,15.77,-49.16,-27.55,3.22,0.0,25.66,-24.33,1.34
3101,10.74,23.13,23.22,3.94,0.08,0.0,-4.46,-8.35,12.76,-46.67,-26.93,3.14,0.0,14.4,-23.79,-9.39
3201,15.98,24.35,23.78,5.69,0.73,0.0,-5.77,-6.75,13.11,-48.03,-28.5,3.14,0.0,23.1,-25.36,-2.26
3301,11.36,32.35,27.13,4.03,0.72,0.0,-3.2,-7.53,13.1,-47.73,-28.19,3.14,0.0,30.25,-25.05,5.2
3401,7.2,28.49,23.55,4.2,0.03,0.0,-4.63,-5.2,11.74,-50.44,-27.63,3.08,0.0,14.94,-24.54,-9.6
3501,8.58,26.31,22.46,3.68,0.73,0.0,-3.32,-6.2,11.48,-47.2,-28.05,3.19,0.0,16.52,-24.86,-8.33
3601,9.13,28.66,24.09,3.22,0.12,0.0,-2.51,-7.35,13.51,-47.88,-27.59,3.27,0.0,20.98,-24.32,-3.34
3701,8.08,22.91,23.7,3.27,0.05,0.0,-2.58,-7.08,12.36,-46.83,-28.52,3.2,0.0,13.89,-25.31,-11.42
3801,7.85,33.2,22.67,4.07,1.54,0.0,-5.0,-8.46,11.12,-46.13,-28.27,3.3,0.0,20.86,-24.98,-4.12
3901,12.19,25.72,28.88,4.23,0.02,0.0,-1.85,-9.89,14.67,-45.8,-27.28,3.4,0.0,28.17,-23.88,4.3
4001,12.2,28.37,23.44,4.84,0.02,0.0,0.04,-12.15,12.92,-43.27,-28.6,3.35,0.0,26.42,-25.25,1.17
4101,10.66,26.61,22.25,5.17,0.07,0.0,-1.68,-12.49,11.34,-40.16,-29.62,3.35,0.0,21.76,-26.26,-4.5
4201,9.78,24.95,24.57,3.91,0.04,0.0,-2.25,-7.59,12.44,-47.88,-28.0,3.45,0.0,17.97,-24.55,-6.58
4301,10.77,24.87,29.29,5.31,0.01,0.0,-2.83,-10.53,14.56,-45.46,-28.02,3.41,0.0,25.99,-24.61,1.38
4401,10.97,27.76,29.17,3.93,0.05,0.0,-2.91,-11.19,16.11,-44.24,-28.85,3.39,0.0,29.66,-25.46,4.19
4501,7.57,28.81,24.45,4.35,0.0,0.0,-0.95,-10.85,13.16,-43.21,-28.82,3.27,0.0,23.34,-25.55,-2.21
4601,6.87,23.14,24.21,3.07,0.56,0.0,-1.24,-10.53,17.72,-45.22,-27.95,3.31,0.0,18.57,-24.63,-6.06
4701,10.33,28.18,25.73,4.55,0.15,0.0,-3.28,-10.27,13.87,-45.28,-28.77,3.43,0.0,23.98,-25.35,-1.37
4801,4.68,19.62,22.71,2.88,0.04,0.0,-1.16,-8.37,14.57,-48.06,-27.04,3.43,0.0,6.91,-23.61,-16.7
