POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,GGAS,GSOLV,TOTAL
1971,1676.08,4025.35,4806.58,473.07,262.47,-162.57,-3666.28,-30516.87,1443.98,18963.35,-5701.69,112.92,0.0,-2694.83,-5588.77,-8283.6
1981,1724.98,4069.11,4832.55,482.66,271.12,-147.55,-3660.53,-30446.13,1399.8,18942.98,-5787.89,112.93,0.0,-2531.02,-5674.96,-8205.98
1991,1679.71,4031.41,4836.67,482.4,246.32,-170.62,-3644.78,-30518.17,1449.21,19123.28,-5783.47,112.35,0.0,-2484.56,-5671.12,-8155.67
2001,1736.57,4045.14,4840.5,487.52,252.15,-165.66,-3677.41,-30551.32,1461.66,19105.83,-5749.99,112.39,0.0,-2465.03,-5637.6,-8102.63
2011,1671.92,4021.07,4864.89,483.91,264.62,-173.5,-3669.22,-30468.14,1458.32,18984.22,-5711.68,112.78,0.0,-2561.91,-5598.9,-8160.8
2021,1664.14,4032.3,4839.34,484.04,262.23,-193.4,-3611.16,-30563.19,1464.52,19038.93,-5663.58,113.38,0.0,-2582.26,-5550.2,-8132.46
2031,1741.17,4024.47,4786.24,493.19,269.67,-159.35,-3637.88,-30574.71,1433.54,19104.19,-5739.43,113.99,0.0,-2519.46,-5625.44,-8144.9
2041,1672.85,4098.89,4801.34,495.36,240.13,-166.04,-3603.57,-30635.28,1436.09,19073.01,-5676.86,113.92,0.0,-2587.21,-5562.94,-8150.15
2051,1701.54,4052.85,4843.65,481.24,268.34,-173.54,-3641.25,-30651.52,1425.78,19136.16,-5733.76,114.28,0.0,-2556.76,-5619.48,-8176.24
2061,1738.92,3975.55,4840.94,489.49,254.26,-182.91,-3631.77,-30687.4,1470.25,19141.93,-5693.89,113.9,0.0,-2590.73,-5579.99,-8170.72
2071,1696.03,3949.62,4831.64,480.93,249.6,-163.44,-3610.85,-30637.03,1434.53,19147.96,-5772.68,113.91,0.0,-2621.01,-5658.77,-8279.78
2081,1666.79,4025.13,4818.36,487.74,261.03,-170.01,-3625.59,-30602.03,1453.39,19143.63,-5788.34,114.42,0.0,-2541.56,-5673.92,-8215.48
